,Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3854,single,Over 23 years old,social service,daytime,Finished High School,General commerce course,Some High School,Student,Adminstrative Staff,no,no,no,no,male,no,32,no,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
3855,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Other Degree,Some High School,Science & Intellectual Specialists,Unskilled Workers,yes,no,no,yes,male,no,20,no,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate
3856,single,Over 23 years old,tourism,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,36,no,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
3857,single,Over 23 years old,management (evening),evening,Some High School,General commerce course,Some High School,Unskilled Workers,Armed Forces,no,no,yes,yes,male,yes,34,no,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
3858,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Some High School,Student,Science & Intellectual Specialists,yes,no,no,yes,male,no,21,no,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3859,single,Change in course,management (evening),evening,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Armed Forces,no,no,no,yes,male,yes,42,no,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout
3860,single,Over 23 years old,argonomy,daytime,Some High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,no,no,no,yes,male,no,25,no,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
3861,single,3rd phase,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Skilled Farmers,Skilled Industry,yes,no,no,yes,male,yes,18,no,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
3862,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,18,no,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
3863,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,male,no,19,no,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate
3864,single,Change in course,vetinary nursing,daytime,Finished High School,Other Degree,Some High School,Adminstrative Staff,Skilled Farmers,no,no,yes,no,male,no,34,no,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
3865,single,2nd phase,journalism and communication,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,no,yes,male,no,20,no,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
3866,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,Skilled Industry,no,no,no,yes,male,no,20,no,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
3867,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Some High School,Adminstrative Staff,Unskilled Workers,no,no,no,yes,male,no,21,no,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
3868,single,Technological specialization diploma holders,argonomy,daytime,Technical Course,Finished High School,Some High School,Intermediate Level Technicians & Professions,Armed Forces,yes,no,no,yes,male,no,19,no,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
3869,single,Over 23 years old,vetinary nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Adminstrative Staff,no,no,yes,no,male,no,31,no,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
3870,single,2nd phase,advertising and marketing management,daytime,Finished High School,Finished High School,Elementary School,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,no,yes,male,no,21,no,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate
3871,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,20,no,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
3872,single,Change in course,nursing,daytime,Frequency of Higher Education,Finished High School,Some High School,Adminstrative Staff,Armed Forces,no,no,no,yes,male,no,22,no,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate
3873,single,1st phase -- general contingent,communication design,daytime,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,yes,no,no,male,no,19,no,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
3874,single,Over 23 years old,equiniculture,daytime,Finished High School,Finished High School,Finished High School,Other Situation,Executive Managers,yes,no,yes,no,male,no,41,no,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
3875,single,Change in course,nursing,daytime,Some High School,Some High School,Unknown,Student,Student,yes,no,no,yes,male,no,27,no,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout
3876,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Armed Forces,no,no,no,yes,female,no,19,no,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout
3877,single,3rd phase,nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,yes,20,yes,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
3878,single,Change in course,nursing,daytime,Frequency of Higher Education,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Unskilled Workers,yes,no,no,yes,female,yes,19,no,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
3879,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,35,no,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate
3880,single,2nd phase,journalism and communication,daytime,Finished High School,General commerce course,Some High School,Skilled Industry,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,22,no,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate
3881,single,1st phase -- general contingent,tourism,daytime,Finished High School,Finished High School,Some High School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,female,yes,20,no,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
3882,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,yes,no,yes,no,female,no,18,no,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout
3883,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,18,no,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
3884,single,Holders of other higher courses,nursing,daytime,Other Degree,Finished High School,Elementary School,Unskilled Workers,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,30,no,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate
3885,single,3rd phase,social service,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Industry,no,no,yes,yes,female,yes,18,no,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate
3886,single,1st phase -- general contingent,tourism,daytime,Finished High School,General commerce course,Some High School,Skilled Industry,Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,20,no,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
3887,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,yes,no,yes,female,yes,19,no,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
3888,single,2nd phase,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Intermediate Level Technicians & Professions,no,no,no,yes,female,no,19,no,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate
3889,single,1st phase -- general contingent,oral hygiene,daytime,Finished High School,Finished High School,Middle School,Intermediate Level Technicians & Professions,Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,21,no,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate
3890,single,3rd phase,basic education,daytime,Finished High School,Finished High School,Some High School,Health Professionals,Assembly Workers,yes,no,yes,yes,female,no,21,no,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
3891,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,Finished High School,Finished High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled
3892,single,1st phase -- general contingent,management,daytime,Finished High School,Finished High School,Finished High School,"Personal Services, Security & Safety Workers",Skilled Industry,yes,no,no,yes,female,yes,18,no,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate
3893,divorced,Over 23 years old,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Other Situation,Other Situation,no,no,no,no,female,no,35,no,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
3894,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Finished High School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,female,no,21,yes,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
3895,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,yes,no,no,yes,male,yes,18,no,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate
3896,single,2nd phase,communication design,daytime,Finished High School,General commerce course,Finished High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,male,no,22,no,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled
3897,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,male,yes,20,no,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate
3898,married,Over 23 years old,tourism,daytime,Finished High School,General commerce course,Elementary School,Adminstrative Staff,Skilled Industry,yes,no,no,yes,female,no,34,no,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate
3899,married,Holders of other higher courses,management,daytime,Other Degree,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,33,no,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
3900,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,22,no,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
3901,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,female,yes,20,no,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled
3902,married,Over 23 years old,management,daytime,Finished High School,General commerce course,Elementary School,Skilled Farmers,Armed Forces,no,no,no,yes,female,no,35,no,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled
3903,married,Over 23 years old,management,daytime,Finished High School,General commerce course,Elementary School,Adminstrative Staff,Skilled Industry,yes,no,no,no,female,no,39,no,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
3904,single,3rd phase,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,"Personal Services, Security & Safety Workers",yes,no,no,no,female,no,19,no,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
3905,divorced,Over 23 years old,tourism,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Machine Operators & Assembly Workers,no,no,no,yes,female,yes,36,no,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate
3906,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,21,no,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate
3907,single,1st phase -- general contingent,social service,daytime,Finished High School,Other Degree,Middle School,Executive Managers,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,22,no,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled
3908,married,Over 23 years old,social service,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Industry,no,no,yes,yes,female,yes,42,no,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate
3909,single,Over 23 years old,informatics engineering,daytime,Finished High School,General commerce course,Elementary School,Other Situation,Other Situation,yes,no,no,yes,female,no,34,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
3910,single,2nd phase,journalism and communication,daytime,Finished High School,General commerce course,Some High School,Adminstrative Staff,Adminstrative Staff,yes,no,no,yes,female,no,20,no,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
3911,married,Technological specialization diploma holders,social service (evening),evening,Technical Course,General commerce course,Some High School,Unskilled Workers,Armed Forces,no,no,no,yes,female,no,33,no,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate
3912,single,1st phase -- general contingent,tourism,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,female,no,20,no,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate
3913,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,Some High School,Middle School,Student,"Personal Services, Security & Safety Workers",yes,no,yes,yes,female,no,19,no,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate
3914,married,Change in course,management (evening),evening,Other Degree,General commerce course,Some High School,Unskilled Workers,Adminstrative Staff,no,no,yes,yes,female,no,34,no,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout
3915,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,female,no,18,no,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate
3916,single,2nd phase,social service (evening),evening,Finished High School,General commerce course,Elementary School,Skilled Farmers,Skilled Farmers,no,no,no,yes,female,yes,24,no,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
3917,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,no,18,no,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
3918,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Elementary School,Armed Forces,Skilled Farmers,yes,no,no,yes,female,no,20,no,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
3919,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,21,no,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate
3920,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,19,no,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate
3921,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers",Skilled Industry,no,no,no,yes,female,yes,19,no,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate
3922,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,18,no,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
3923,divorced,Over 23 years old,social service (evening),evening,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,female,yes,38,no,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate
3924,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers",Adminstrative Staff,yes,no,yes,yes,male,no,21,no,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled
3925,single,Change in course,management,daytime,Finished High School,Finished High School,Postgraduate Degree,Unskilled Workers,Armed Forces,yes,no,no,yes,male,no,23,yes,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled
3926,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Finished High School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,19,no,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate
3927,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Intermediate Level Technicians & Professions,yes,no,yes,no,female,no,18,no,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout
3928,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
3929,single,Over 23 years old,argonomy,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Farmers,yes,no,no,yes,female,no,24,no,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled
3930,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Finished High School,Finished High School,"Personal Services, Security & Safety Workers",Unskilled Workers,no,no,no,yes,female,yes,18,yes,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate
3931,single,1st phase -- general contingent,equiniculture,daytime,Finished High School,Other Degree,Finished High School,Adminstrative Staff,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,Graduate
3932,single,Holders of other higher courses,management (evening),evening,Postgraduate Degree,General commerce course,Some High School,Skilled Industry,Intermediate Level Technicians & Professions,no,no,no,yes,female,no,26,no,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,Graduate
3933,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,no,no,yes,yes,female,no,19,no,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled
3934,single,3rd phase,advertising and marketing management,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,19,no,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
3935,single,1st phase -- general contingent,tourism,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,female,no,19,no,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled
3936,single,1st phase -- general contingent,equiniculture,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,yes,yes,female,no,20,no,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout
3937,single,1st phase -- general contingent,tourism,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,22,no,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled
3938,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Finished High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,19,no,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate
3939,single,1st phase -- general contingent,nursing,daytime,Finished High School,Other Degree,Finished High School,"Personal Services, Security & Safety Workers",Armed Forces,yes,no,no,yes,female,no,20,no,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,Graduate
3940,married,Over 23 years old,management,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,female,no,36,no,0,5,8,3,11.0,0,0,5,12,4,13.375,0,10.8,1.4,1.74,Enrolled
3941,single,Over 23 years old,basic education,daytime,Some High School,General commerce course,Postgraduate Degree,Unskilled Workers,Adminstrative Staff,yes,no,no,yes,female,no,29,no,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
3942,single,2nd phase,social service,daytime,Finished High School,Other Degree,Other Degree,Science & Intellectual Specialists,Science & Intellectual Specialists,yes,no,no,yes,female,no,19,no,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate
3943,facto union,Over 23 years old,management,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Machine Operators & Assembly Workers,no,no,yes,no,female,no,24,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
3944,facto union,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Machine Operators & Assembly Workers,no,no,yes,no,female,no,27,no,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
3945,single,2nd phase,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,18,no,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate
3946,single,2nd phase,animation and multimedia design,daytime,Finished High School,Other Degree,Finished High School,Science & Intellectual Specialists,Skilled Farmers,yes,no,no,yes,female,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate
3947,single,2nd phase,oral hygiene,daytime,Finished High School,General commerce course,Elementary School,Intermediate Level Technicians & Professions,Skilled Industry,yes,no,no,yes,female,no,21,no,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3948,married,Over 23 years old,advertising and marketing management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Adminstrative Staff,no,no,no,yes,female,yes,43,no,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate
3949,single,Change in course,management,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Armed Forces,no,no,no,yes,female,yes,18,no,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,Graduate
3950,single,3rd phase,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,21,no,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout
3951,single,Holders of other higher courses,management,daytime,Other Degree,Frequency of Higher Education,Some High School,Executive Managers,Skilled Industry,no,no,no,yes,female,no,26,no,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
3952,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Adminstrative Staff,yes,no,no,yes,female,yes,19,no,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,Graduate
3953,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,Other Situation,Other Situation,no,no,no,yes,female,no,18,no,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate
3954,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Other Degree,Bachelor's Degree,Science & Intellectual Specialists,Executive Managers,yes,no,no,yes,female,no,22,no,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout
3955,single,Over 23 years old,nursing,daytime,Some High School,Finished High School,Some High School,Adminstrative Staff,Armed Forces,yes,no,no,yes,female,no,27,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
3956,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Armed Forces,yes,no,no,yes,female,no,18,no,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
3957,single,2nd phase,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Unskilled Workers,no,no,no,yes,female,no,19,no,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,Graduate
3958,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Armed Forces,yes,no,no,yes,female,no,18,no,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,Graduate
3959,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Adminstrative Staff,Adminstrative Staff,no,no,no,yes,female,yes,19,no,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate
3960,single,Over 23 years old,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,no,female,no,32,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
